id_client,default,default_string,balance,sex,education,marriage,age
12544,0,No Default,80000,Female,High School,Single,28
12545,0,No Default,50000,Male,University,Married,39
12546,0,No Default,240000,Male,University,Married,49
12547,0,No Default,90000,Male,University,Single,27
12548,0,No Default,220000,Male,Graduate School,Single,38
12549,0,No Default,170000,Male,University,Single,33
12550,0,No Default,70000,Male,Graduate School,Single,26
12551,1,Default,160000,Male,Graduate School,Single,53
12552,0,No Default,250000,Female,Graduate School,Single,29
12553,1,Default,70000,Male,Graduate School,Married,42
12554,1,Default,90000,Female,University,Single,27
12555,0,No Default,50000,Female,University,Married,23
12556,1,Default,150000,Female,Graduate School,Single,30
12557,1,Default,20000,Female,University,Married,21
12558,0,No Default,20000,Female,Graduate School,Single,23
12559,0,No Default,50000,Female,Unknown,Married,29
12560,0,No Default,200000,Male,Graduate School,Married,31
12561,0,No Default,200000,Female,High School,Single,25
12562,0,No Default,120000,Female,University,Single,52
12563,1,Default,270000,Female,High School,Married,37
12564,0,No Default,300000,Female,Graduate School,Single,31
12565,1,Default,400000,Male,University,Single,29
12566,0,No Default,120000,Male,High School,Married,24
12567,0,No Default,130000,Male,University,Single,25
12568,0,No Default,150000,Male,University,Married,30
12569,1,Default,200000,Female,Graduate School,Single,40
12570,0,No Default,130000,Male,University,Married,49
12571,0,No Default,120000,Female,Graduate School,Single,27
12572,0,No Default,230000,Female,University,Single,32
12573,0,No Default,50000,Male,Graduate School,Single,26
12574,1,Default,10000,Female,High School,Married,49
12575,0,No Default,360000,Male,Graduate School,Single,28
12576,0,No Default,140000,Female,Graduate School,Single,24
12577,1,Default,50000,Female,University,Single,25
12578,0,No Default,120000,Female,University,Married,44
12579,0,No Default,500000,Male,Graduate School,Married,56
12580,0,No Default,500000,Male,Graduate School,Single,33
12581,0,No Default,10000,Male,University,Single,25
12582,0,No Default,160000,Female,High School,Married,39
12583,0,No Default,60000,Female,University,Single,31
12584,0,No Default,60000,Female,University,Married,40
12585,0,No Default,160000,Female,University,Single,40
12586,0,No Default,500000,Female,Graduate School,Single,40
12587,0,No Default,360000,Female,Graduate School,Married,41
12588,1,Default,10000,Male,University,Single,27
12589,1,Default,30000,Female,High School,Married,44
12590,0,No Default,60000,Female,University,Single,26
12591,0,No Default,80000,Female,University,Married,44
12592,0,No Default,410000,Male,University,Married,37
12593,1,Default,70000,Female,University,Married,27
12594,1,Default,60000,Female,High School,Single,47
12595,0,No Default,80000,Male,University,Married,41
12596,0,No Default,30000,Male,High School,Single,38
12597,0,No Default,110000,Female,High School,Married,49
12598,1,Default,150000,Female,University,Married,30
12599,0,No Default,30000,Female,University,Married,38
12600,0,No Default,150000,Male,High School,Married,38
12601,0,No Default,50000,Male,High School,Married,55
12602,0,No Default,40000,Male,University,Other,41
12603,0,No Default,70000,Female,University,Single,23
12604,1,Default,100000,Male,Graduate School,Married,46
12605,0,No Default,10000,Female,High School,Single,22
12606,0,No Default,60000,Male,High School,Single,29
12607,1,Default,100000,Male,Graduate School,Single,27
12608,0,No Default,50000,Female,University,Single,29
12609,1,Default,10000,Male,University,Married,30
12610,1,Default,50000,Female,Graduate School,Married,54
12611,0,No Default,10000,Female,High School,Single,36
12612,0,No Default,80000,Male,University,Single,36
12613,0,No Default,50000,Male,University,Single,47
12614,0,No Default,470000,Male,Graduate School,Single,27
12615,0,No Default,530000,Female,University,Single,39
12616,1,Default,200000,Female,Graduate School,Married,34
12617,0,No Default,20000,Male,Graduate School,Single,23
12618,0,No Default,80000,Female,High School,Single,24
12619,0,No Default,150000,Female,University,Single,38
12620,1,Default,30000,Female,University,Married,41
12621,0,No Default,170000,Female,Unknown,Married,37
12622,0,No Default,230000,Female,High School,Married,30
12623,1,Default,170000,Female,University,Married,37
12624,0,No Default,290000,Male,High School,Married,47
12625,0,No Default,170000,Female,University,Single,27
12626,0,No Default,200000,Female,Graduate School,Single,26
12627,0,No Default,80000,Male,High School,Married,55
12628,1,Default,340000,Female,University,Single,32
12629,0,No Default,110000,Female,Graduate School,Single,28
12630,0,No Default,10000,Male,University,Single,36
12631,0,No Default,80000,Female,University,Single,27
12632,0,No Default,60000,Female,University,Other,28
12633,0,No Default,340000,Female,University,Single,27
12634,0,No Default,20000,Male,Graduate School,Married,54
12635,0,No Default,500000,Male,University,Married,49
12636,0,No Default,250000,Female,Graduate School,Married,53
12637,0,No Default,50000,Female,University,Single,24
12638,1,Default,100000,Male,Graduate School,Other,48
12639,1,Default,280000,Male,Graduate School,Single,31
12640,0,No Default,500000,Male,Graduate School,Married,41
12641,0,No Default,20000,Male,University,Single,24
12642,0,No Default,140000,Female,University,Single,24
12643,0,No Default,250000,Female,University,Single,30
12644,0,No Default,50000,Male,Graduate School,Single,27
12645,1,Default,70000,Female,University,Married,33
12646,0,No Default,230000,Female,University,Married,27
12647,0,No Default,500000,Male,High School,Single,31
12648,0,No Default,280000,Female,Graduate School,Married,40
12649,0,No Default,160000,Female,University,Married,40
12650,0,No Default,50000,Female,University,Married,32
12651,0,No Default,500000,Female,Graduate School,Married,38
12652,0,No Default,290000,Female,University,Single,24
12653,0,No Default,100000,Male,High School,Single,29
12654,0,No Default,480000,Male,Graduate School,Married,61
12655,0,No Default,110000,Female,High School,Single,33
12656,1,Default,350000,Female,Graduate School,Single,24
12657,0,No Default,70000,Male,University,Other,34
12658,0,No Default,290000,Male,University,Married,38
12659,0,No Default,210000,Female,University,Single,34
12660,0,No Default,240000,Male,Graduate School,Married,38
12661,0,No Default,260000,Female,University,Married,49
12662,0,No Default,80000,Male,University,Single,27
12663,0,No Default,50000,Male,University,Married,38
12664,1,Default,10000,Male,High School,Single,28
12665,0,No Default,50000,Female,Unknown,Married,45
12666,0,No Default,200000,Female,University,Married,39
12667,0,No Default,400000,Female,University,Married,39
12668,1,Default,210000,Female,Graduate School,Married,37
12669,1,Default,500000,Male,Graduate School,Single,42
12670,0,No Default,60000,Male,High School,Married,55
12671,0,No Default,150000,Female,University,Single,25
12672,0,No Default,60000,Female,Graduate School,Single,26
12673,0,No Default,450000,Male,Unknown,Married,35
12674,1,Default,430000,Female,University,Married,42
12675,0,No Default,50000,Female,University,Single,30
12676,0,No Default,80000,Female,University,Single,23
12677,1,Default,200000,Male,High School,Married,36
12678,0,No Default,60000,Female,University,Single,25
12679,0,No Default,50000,Male,University,Married,48
12680,0,No Default,150000,Female,Graduate School,Married,35
12681,0,No Default,200000,Female,Graduate School,Single,26
12682,1,Default,80000,Male,University,Married,29
12683,0,No Default,30000,Female,University,Other,41
12684,0,No Default,200000,Female,University,Single,33
12685,0,No Default,170000,Female,Graduate School,Single,30
12686,0,No Default,130000,Male,University,Married,52
12687,0,No Default,180000,Female,University,Single,28
12688,0,No Default,160000,Male,Graduate School,Single,27
12689,0,No Default,20000,Female,High School,Single,29
12690,0,No Default,250000,Male,Graduate School,Single,42
12691,0,No Default,150000,Male,Graduate School,Single,28
12692,0,No Default,180000,Male,Graduate School,Married,35
12693,0,No Default,120000,Male,Graduate School,Single,27
12694,0,No Default,430000,Female,Graduate School,Married,42
12695,0,No Default,200000,Male,Graduate School,Married,38
12696,0,No Default,20000,Female,High School,Single,38
12697,0,No Default,370000,Female,Graduate School,Married,42
12698,0,No Default,30000,Female,High School,Single,25
12699,0,No Default,180000,Female,Graduate School,Single,25
12700,0,No Default,360000,Male,Graduate School,Married,48
12701,0,No Default,260000,Female,Graduate School,Single,33
12702,0,No Default,200000,Female,Graduate School,Single,25
12703,0,No Default,50000,Female,University,Married,39
12704,1,Default,50000,Female,University,Single,22
12705,0,No Default,270000,Male,Graduate School,Single,33
12706,1,Default,10000,Female,University,Single,22
12707,0,No Default,390000,Male,Graduate School,Married,38
12708,0,No Default,350000,Female,Graduate School,Married,50
12709,0,No Default,350000,Male,Graduate School,Married,40
12710,0,No Default,300000,Male,University,Single,33
12711,0,No Default,50000,Male,University,Single,38
12712,0,No Default,250000,Female,Graduate School,Married,35
12713,0,No Default,360000,Male,Graduate School,Single,33
12714,0,No Default,180000,Female,Graduate School,Married,42
12715,0,No Default,150000,Male,Unknown,Married,41
12716,0,No Default,250000,Female,University,Married,35
12717,0,No Default,200000,Male,High School,Single,29
12718,1,Default,260000,Female,Graduate School,Married,46
12719,1,Default,150000,Female,Graduate School,Single,52
12720,0,No Default,400000,Female,Graduate School,Single,36
12721,0,No Default,20000,Male,University,Married,32
12722,0,No Default,90000,Female,High School,Single,25
12723,0,No Default,200000,Male,High School,Married,34
12724,0,No Default,70000,Female,Graduate School,Single,27
12725,0,No Default,80000,Male,University,Married,49
12726,0,No Default,240000,Male,Graduate School,Single,43
12727,0,No Default,200000,Female,Graduate School,Single,28
12728,0,No Default,270000,Female,Graduate School,Single,29
12729,0,No Default,210000,Female,Graduate School,Married,32
12730,1,Default,140000,Male,University,Single,24
12731,0,No Default,120000,Male,High School,Married,36
12732,1,Default,130000,Female,Graduate School,Married,36
12733,0,No Default,70000,Female,High School,NA,34
12734,0,No Default,80000,Male,University,Single,24
12735,1,Default,170000,Male,Graduate School,Married,38
12736,0,No Default,300000,Female,Graduate School,Single,33
12737,0,No Default,380000,Male,Graduate School,Married,37
12738,0,No Default,110000,Female,Graduate School,Single,26
12739,0,No Default,80000,Female,Graduate School,Single,24
12740,0,No Default,20000,Male,University,Single,30
12741,0,No Default,200000,Male,Graduate School,Single,28
12742,0,No Default,360000,Male,High School,Married,62
12743,0,No Default,170000,Female,University,Single,50
12744,0,No Default,500000,Female,Graduate School,Married,46
12745,0,No Default,50000,Female,University,Single,24
12746,0,No Default,50000,Male,High School,Married,52
12747,0,No Default,80000,Female,High School,Married,26
12748,0,No Default,50000,Male,Graduate School,Single,31
12749,1,Default,30000,Female,University,Single,23
12750,0,No Default,30000,Male,University,Married,41
12751,1,Default,20000,Male,High School,Single,23
12752,0,No Default,500000,Male,Graduate School,Single,29
12753,0,No Default,170000,Female,High School,Married,42
12754,0,No Default,20000,Female,Graduate School,Single,23
12755,0,No Default,90000,Male,High School,Single,50
12756,1,Default,230000,Male,Graduate School,Married,35
12757,0,No Default,210000,Female,University,Single,35
12758,0,No Default,20000,Male,University,Single,23
12759,0,No Default,60000,Female,University,Married,48
12760,0,No Default,300000,Female,University,Married,29
12761,0,No Default,50000,Male,Graduate School,Single,30
12762,1,Default,50000,Male,University,Single,35
12763,0,No Default,500000,Male,Graduate School,Married,61
12764,0,No Default,490000,Male,Graduate School,Single,30
12765,0,No Default,110000,Female,High School,Married,29
12766,1,Default,360000,Female,University,Married,27
12767,0,No Default,80000,Female,University,Married,42
12768,1,Default,180000,Female,Graduate School,Single,27
12769,0,No Default,180000,Female,Graduate School,Single,27
12770,0,No Default,70000,Female,University,Single,22
12771,0,No Default,140000,Male,University,Single,26
12772,0,No Default,340000,Female,Graduate School,Single,30
12773,1,Default,70000,Female,University,Single,36
12774,1,Default,300000,Male,Graduate School,Single,34
12775,1,Default,20000,Female,University,Single,23
12776,0,No Default,170000,Female,University,Married,42
12777,0,No Default,280000,Female,Graduate School,Married,44
12778,0,No Default,90000,Female,High School,Single,50
12779,1,Default,160000,Female,University,Single,27
12780,1,Default,300000,Female,Graduate School,Single,46
12781,1,Default,60000,Male,Graduate School,Married,38
12782,0,No Default,210000,Male,Graduate School,Married,46
12783,0,No Default,130000,Female,University,Married,29
12784,0,No Default,160000,Female,Graduate School,Single,35
12785,1,Default,20000,Female,Graduate School,Single,37
12786,0,No Default,240000,Female,University,Married,40
12787,0,No Default,340000,Female,Graduate School,Married,38
12788,0,No Default,150000,Male,Graduate School,Married,42
12789,0,No Default,180000,Male,Graduate School,Married,46
12790,0,No Default,300000,Female,Graduate School,Single,26
12791,0,No Default,180000,Male,University,Married,44
12792,0,No Default,50000,Female,University,Single,22
12793,0,No Default,50000,Female,High School,Married,55
12794,0,No Default,340000,Male,Graduate School,Married,37
12795,1,Default,190000,Male,Graduate School,Single,31
12796,0,No Default,180000,Female,Graduate School,Married,43
12797,1,Default,20000,Male,High School,Single,28
12798,0,No Default,450000,Male,University,Single,29
12799,0,No Default,100000,Female,Graduate School,Single,30
12800,0,No Default,80000,Male,University,Single,26
12801,1,Default,10000,Male,High School,Single,36
12802,0,No Default,20000,Female,University,Single,22
12803,1,Default,260000,Female,University,Married,53
12804,1,Default,150000,Male,High School,Married,52
12805,0,No Default,500000,Female,Graduate School,Single,34
12806,0,No Default,110000,Female,Graduate School,Married,46
12807,0,No Default,160000,Male,University,Married,32
12808,0,No Default,200000,Female,University,Single,36
12809,0,No Default,190000,Female,Graduate School,Married,45
12810,1,Default,180000,Female,Graduate School,Single,28
12811,1,Default,50000,Female,Graduate School,Single,25
12812,0,No Default,100000,Male,High School,Married,54
12813,1,Default,130000,Female,University,Single,29
12814,0,No Default,120000,Male,University,Married,58
12815,0,No Default,340000,Female,High School,Single,37
12816,0,No Default,20000,Male,University,Single,22
12817,1,Default,30000,Male,University,Married,34
12818,0,No Default,250000,Male,University,Married,44
12819,0,No Default,70000,Female,University,Single,25
12820,0,No Default,50000,Female,University,Other,47
12821,0,No Default,280000,Male,Graduate School,Married,60
12822,0,No Default,500000,Female,University,Married,46
12823,0,No Default,140000,Female,University,Married,50
12824,0,No Default,200000,Female,University,Single,31
12825,1,Default,50000,Male,University,Married,36
12826,0,No Default,320000,Male,Graduate School,Married,58
12827,0,No Default,50000,Female,High School,Married,59
12828,0,No Default,30000,Male,University,Other,49
12829,0,No Default,100000,Female,Graduate School,Single,25
12830,1,Default,340000,Male,University,Single,44
12831,0,No Default,350000,Female,University,Married,38
12832,1,Default,20000,Male,University,Single,24
12833,0,No Default,110000,Male,Graduate School,Single,26
12834,0,No Default,290000,Female,University,Single,29
12835,1,Default,40000,Male,University,Single,26
12836,1,Default,120000,Male,Unknown,Married,39
12837,0,No Default,190000,Male,Graduate School,Married,55
12838,0,No Default,150000,Female,University,Single,23
12839,0,No Default,300000,Female,Graduate School,Single,42
12840,0,No Default,240000,Female,University,Married,32
12841,1,Default,60000,Female,University,Married,33
12842,0,No Default,150000,Male,University,Single,29
12843,0,No Default,80000,Female,High School,Single,47
12844,0,No Default,160000,Female,University,Married,43
12845,0,No Default,200000,Male,Graduate School,Married,30
12846,0,No Default,90000,Male,University,Married,42
12847,0,No Default,360000,Male,University,Married,38
12848,0,No Default,350000,Female,University,Married,38
12849,0,No Default,30000,Female,High School,Married,51
12850,0,No Default,40000,Male,High School,Single,23
12851,0,No Default,160000,Male,University,Single,24
12852,0,No Default,200000,Male,University,Single,40
12853,0,No Default,330000,Male,Graduate School,Single,33
12854,0,No Default,500000,Male,Graduate School,Married,47
12855,0,No Default,500000,Female,University,Married,28
12856,0,No Default,460000,Female,Graduate School,Married,54
12857,0,No Default,120000,Female,Graduate School,Single,27
12858,0,No Default,130000,Female,University,Married,45
12859,0,No Default,20000,Male,Graduate School,Single,22
12860,0,No Default,170000,Male,Graduate School,Married,41
12861,0,No Default,50000,Female,Graduate School,Married,29
12862,1,Default,50000,Male,University,Married,36
12863,0,No Default,50000,Male,High School,Married,43
12864,0,No Default,220000,Female,Graduate School,Single,36
12865,0,No Default,260000,Female,High School,Single,38
12866,0,No Default,500000,Female,Graduate School,Married,54
12867,0,No Default,20000,Female,University,Single,25
12868,1,Default,20000,Male,High School,Single,40
12869,0,No Default,80000,Male,University,Single,25
12870,0,No Default,500000,Male,University,Married,35
12871,1,Default,160000,Male,Graduate School,Single,27
12872,0,No Default,200000,Male,University,Single,27
12873,0,No Default,50000,Female,Graduate School,Married,34
12874,1,Default,20000,Male,University,Single,25
12875,0,No Default,170000,Female,University,Married,38
12876,1,Default,10000,Male,Graduate School,Single,23
12877,1,Default,20000,Female,High School,Single,28
12878,0,No Default,150000,Female,University,Single,29
12879,0,No Default,470000,Female,Graduate School,Married,47
12880,0,No Default,200000,Female,Graduate School,Married,32
12881,0,No Default,130000,Female,Graduate School,Single,27
12882,0,No Default,70000,Female,High School,Single,40
12883,0,No Default,270000,Female,University,Married,34
12884,1,Default,150000,Male,High School,Single,27
12885,0,No Default,240000,Female,Graduate School,Married,41
12886,0,No Default,100000,Female,University,Married,60
12887,1,Default,200000,Male,Graduate School,Married,40
12888,0,No Default,220000,Male,Graduate School,Single,33
12889,1,Default,70000,Male,High School,Married,69
12890,0,No Default,260000,Male,University,Single,44
12891,0,No Default,180000,Female,Graduate School,Single,29
12892,0,No Default,210000,Female,High School,Single,35
12893,0,No Default,130000,Female,University,Married,36
12894,0,No Default,320000,Female,University,Married,39
12895,1,Default,30000,Female,University,Single,27
12896,0,No Default,50000,Female,University,Single,25
12897,0,No Default,380000,Female,University,Single,27
12898,1,Default,20000,Female,University,Single,22
12899,0,No Default,50000,Male,University,Single,31
12900,0,No Default,140000,Female,Graduate School,Single,28
12901,1,Default,150000,Female,High School,Married,46
12902,1,Default,370000,Male,Graduate School,Single,36
12903,0,No Default,100000,Female,Graduate School,Married,41
12904,0,No Default,100000,Male,High School,Single,27
12905,1,Default,50000,Male,University,Married,29
12906,0,No Default,400000,Female,Graduate School,Single,33
12907,0,No Default,250000,Female,Graduate School,Married,43
12908,0,No Default,150000,Female,High School,Married,45
12909,1,Default,120000,Male,High School,Single,37
12910,0,No Default,260000,Female,Graduate School,Single,31
12911,0,No Default,90000,Female,University,Single,23
12912,0,No Default,130000,Male,Graduate School,Married,39
12913,1,Default,50000,Female,University,Single,29
12914,1,Default,120000,Female,University,Married,29
12915,0,No Default,140000,Male,High School,Single,33
12916,0,No Default,170000,Female,Graduate School,Single,34
12917,0,No Default,330000,Female,High School,Single,31
12918,1,Default,210000,Male,University,Married,33
12919,1,Default,300000,Male,Graduate School,Married,39
12920,0,No Default,130000,Female,University,Married,39
12921,0,No Default,360000,Female,Graduate School,Single,29
12922,0,No Default,150000,Male,University,Single,26
12923,1,Default,90000,Female,University,Single,33
12924,0,No Default,260000,Female,Graduate School,Married,61
12925,1,Default,30000,Female,High School,Married,21
12926,0,No Default,80000,Female,University,Married,45
12927,0,No Default,500000,Female,Graduate School,Married,33
12928,0,No Default,20000,Female,University,Married,33
12929,0,No Default,60000,Male,High School,Single,36
12930,0,No Default,210000,Male,University,Single,37
12931,1,Default,50000,Male,Graduate School,Single,24
12932,0,No Default,350000,Male,University,Single,32
12933,0,No Default,200000,Male,University,Single,37
12934,0,No Default,280000,Female,Graduate School,Single,28
12935,0,No Default,230000,Male,Graduate School,Married,41
12936,1,Default,200000,Female,Graduate School,Married,35
12937,0,No Default,220000,Female,Graduate School,Married,32
12938,0,No Default,160000,Female,University,Single,30
12939,0,No Default,200000,Female,University,Single,29
12940,0,No Default,60000,Female,University,Married,45
12941,0,No Default,60000,Female,High School,Married,33
12942,0,No Default,380000,Male,Graduate School,Married,36
12943,0,No Default,240000,Male,Graduate School,Married,38
12944,0,No Default,70000,Female,University,Single,30
12945,0,No Default,180000,Female,High School,Married,33
12946,0,No Default,150000,Female,University,Single,42
12947,1,Default,140000,Male,Graduate School,Single,34
12948,1,Default,200000,Male,University,Single,25
12949,1,Default,130000,Female,Graduate School,Single,24
12950,0,No Default,180000,Female,University,Married,30
12951,0,No Default,50000,Female,University,Single,30
12952,0,No Default,80000,Female,University,Single,24
12953,0,No Default,40000,Female,University,Married,23
12954,0,No Default,210000,Female,Graduate School,Married,36
12955,0,No Default,150000,Female,Graduate School,Single,29
12956,1,Default,280000,Female,Graduate School,Single,62
12957,0,No Default,100000,Male,University,Single,28
12958,1,Default,100000,Male,University,Married,33
12959,1,Default,50000,Male,High School,Single,23
12960,0,No Default,150000,Female,High School,Married,25
12961,0,No Default,20000,Male,Graduate School,Single,40
12962,0,No Default,270000,Female,Graduate School,Married,50
12963,1,Default,20000,Female,University,Married,28
12964,1,Default,50000,Female,Graduate School,Single,28
12965,0,No Default,250000,Male,University,Married,53
12966,0,No Default,80000,Female,Graduate School,Single,33
12967,1,Default,400000,Male,University,Married,40
12968,0,No Default,50000,Male,Graduate School,Single,35
12969,0,No Default,50000,Female,University,Married,53
12970,0,No Default,50000,Female,Graduate School,Married,34
12971,0,No Default,280000,Female,University,Married,44
12972,1,Default,240000,Female,Graduate School,Single,29
12973,1,Default,30000,Female,University,Married,27
12974,0,No Default,250000,Male,Graduate School,Single,29
12975,0,No Default,150000,Female,Graduate School,Other,55
12976,0,No Default,60000,Female,University,Single,23
12977,0,No Default,50000,Male,University,Married,35
12978,0,No Default,160000,Male,University,Married,33
12979,0,No Default,100000,Male,University,Married,44
12980,0,No Default,70000,Male,Graduate School,Single,31
12981,0,No Default,200000,Female,University,Single,35
12982,0,No Default,500000,Female,Graduate School,Single,51
12983,0,No Default,180000,Female,Graduate School,Single,28
12984,0,No Default,30000,Male,Graduate School,Single,31
12985,0,No Default,360000,Male,Graduate School,Married,51
12986,0,No Default,150000,Male,Graduate School,Single,36
12987,1,Default,80000,Male,University,Single,26
12988,0,No Default,150000,Female,Graduate School,Single,25
12989,0,No Default,230000,Male,University,Married,50
12990,0,No Default,100000,Female,University,Single,36
12991,1,Default,60000,Female,High School,Married,36
12992,0,No Default,50000,Male,Graduate School,Single,23
12993,1,Default,20000,Male,University,Single,22
12994,0,No Default,290000,Female,Graduate School,Single,30
12995,0,No Default,110000,Male,Graduate School,Single,29
12996,0,No Default,50000,Female,University,Single,22
12997,1,Default,230000,Female,University,Married,43
12998,1,Default,50000,Male,University,Single,30
12999,0,No Default,150000,Female,University,Single,26
13000,1,Default,20000,Male,University,Married,40
13001,1,Default,90000,Female,High School,Married,45
13002,0,No Default,60000,Female,Graduate School,Single,26
13003,0,No Default,80000,Male,Graduate School,Single,26
13004,0,No Default,280000,Male,University,Married,25
13005,0,No Default,230000,Female,Graduate School,Married,36
13006,0,No Default,100000,Female,High School,Single,58
13007,0,No Default,80000,Female,Graduate School,Single,24
13008,0,No Default,60000,Female,University,Married,41
13009,0,No Default,70000,Male,University,Married,35
13010,0,No Default,110000,Female,University,Married,49
13011,0,No Default,60000,Male,University,Single,26
13012,0,No Default,110000,Male,University,Single,26
13013,0,No Default,120000,Male,High School,Married,54
13014,0,No Default,280000,Female,University,Single,43
13015,0,No Default,50000,Female,University,Single,23
13016,0,No Default,20000,Female,Graduate School,Single,22
13017,0,No Default,240000,Female,Graduate School,Single,30
13018,0,No Default,50000,Male,University,Single,22
13019,0,No Default,200000,Female,University,Single,27
13020,0,No Default,320000,Male,University,Single,28
13021,1,Default,20000,Male,University,Married,56
13022,1,Default,50000,Male,University,Single,44
13023,1,Default,180000,Male,University,Married,41
13024,0,No Default,80000,Male,Graduate School,Married,28
13025,1,Default,240000,Female,University,Married,48
13026,0,No Default,260000,Female,University,Single,28
13027,0,No Default,80000,Female,Graduate School,Married,40
13028,1,Default,80000,Male,University,Married,40
13029,0,No Default,100000,Male,University,Married,47
13030,1,Default,20000,Male,University,Married,64
13031,0,No Default,130000,Female,University,Single,31
13032,0,No Default,120000,Female,University,Married,28
13033,0,No Default,90000,Female,University,Married,35
13034,0,No Default,180000,Female,University,Single,25
13035,0,No Default,80000,Female,Graduate School,Single,32
13036,1,Default,130000,Male,University,Married,45
13037,0,No Default,230000,Female,Graduate School,Single,26
13038,1,Default,130000,Female,Graduate School,Single,26
13039,0,No Default,190000,Male,University,Single,33
13040,0,No Default,210000,Female,Graduate School,Single,31
13041,0,No Default,20000,Female,High School,Married,52
13042,0,No Default,20000,Male,Graduate School,Single,23
13043,0,No Default,280000,Female,University,Single,30
13044,0,No Default,500000,Female,Graduate School,Married,47
13045,1,Default,230000,Male,Graduate School,Married,39
13046,1,Default,130000,Male,University,Married,31
13047,0,No Default,660000,Male,Graduate School,Single,40
13048,0,No Default,350000,Female,High School,Married,50
13049,1,Default,40000,Male,High School,Single,24
13050,1,Default,50000,Female,High School,Married,33
13051,1,Default,20000,Male,University,Married,43
13052,0,No Default,80000,Female,University,Married,35
13053,0,No Default,50000,Female,University,Single,23
13054,0,No Default,290000,Male,University,Married,40
13055,0,No Default,80000,Female,Graduate School,Single,27
13056,0,No Default,230000,Male,High School,Single,29
13057,0,No Default,30000,Female,University,Married,29
13058,0,No Default,200000,Female,Graduate School,Single,29
13059,1,Default,50000,Female,University,Single,26
13060,0,No Default,50000,Male,University,Married,57
13061,0,No Default,200000,Female,Graduate School,Married,48
13062,0,No Default,20000,Male,University,Single,23
13063,0,No Default,50000,Female,High School,Single,48
13064,1,Default,90000,Male,Graduate School,Single,31
13065,0,No Default,30000,Female,University,Single,23
13066,0,No Default,80000,Female,University,Single,30
13067,0,No Default,20000,Male,University,Single,31
13068,0,No Default,50000,Female,Graduate School,Single,30
13069,0,No Default,100000,Male,Graduate School,Single,33
13070,0,No Default,210000,Female,Graduate School,Single,28
13071,0,No Default,500000,Female,Graduate School,Married,38
13072,1,Default,30000,Male,University,Single,25
13073,1,Default,160000,Female,University,Married,41
13074,0,No Default,180000,Female,Graduate School,Single,28
13075,0,No Default,490000,Female,Graduate School,Married,37
13076,0,No Default,50000,Male,Graduate School,Single,29
13077,0,No Default,130000,Male,Graduate School,Single,27
13078,1,Default,50000,Female,University,Single,34
13079,0,No Default,200000,Female,Graduate School,Married,58
13080,1,Default,50000,Female,Graduate School,Single,27
13081,0,No Default,180000,Female,Graduate School,Single,33
13082,1,Default,500000,Female,Graduate School,Single,39
13083,1,Default,210000,Female,University,Married,46
13084,1,Default,20000,Male,Graduate School,Single,35
13085,0,No Default,190000,Female,University,Other,29
13086,0,No Default,140000,Male,High School,Single,29
13087,1,Default,20000,Male,High School,Single,51
13088,0,No Default,420000,Female,Graduate School,Single,29
13089,0,No Default,180000,Female,Graduate School,Single,29
13090,0,No Default,290000,Male,University,Single,28
13091,0,No Default,190000,Female,Graduate School,Single,40
13092,0,No Default,360000,Male,Graduate School,Married,39
13093,1,Default,20000,Male,University,Married,53
13094,0,No Default,260000,Female,University,Married,32
13095,0,No Default,20000,Male,High School,Married,55
13096,0,No Default,50000,Male,High School,Married,52
13097,0,No Default,250000,Male,Graduate School,Married,55
13098,0,No Default,30000,Female,University,Married,26
13099,0,No Default,460000,Male,University,Single,30
13100,0,No Default,80000,Male,University,Single,26
13101,0,No Default,60000,Female,University,Married,35
13102,0,No Default,80000,Female,University,Single,26
13103,1,Default,90000,Female,University,Married,28
13104,0,No Default,50000,Female,University,Single,34
13105,0,No Default,50000,Male,High School,Single,50
13106,1,Default,360000,Female,Graduate School,Married,41
13107,0,No Default,360000,Female,Graduate School,Married,49
13108,0,No Default,230000,Female,Graduate School,Single,29
13109,0,No Default,240000,Female,University,Married,39
13110,0,No Default,110000,Female,University,Married,27
13111,1,Default,210000,Female,University,Married,28
13112,0,No Default,300000,Female,Graduate School,Single,28
13113,0,No Default,200000,Male,High School,Married,65
13114,0,No Default,220000,Male,University,Single,29
13115,0,No Default,90000,Female,High School,Married,45
13116,0,No Default,210000,Female,University,Married,44
13117,0,No Default,500000,Male,Graduate School,Single,31
13118,0,No Default,160000,Female,Graduate School,Single,33
13119,0,No Default,140000,Female,Graduate School,Married,47
13120,0,No Default,120000,Female,Graduate School,Married,42
13121,0,No Default,80000,Male,University,Single,46
13122,0,No Default,240000,Female,University,Married,38
13123,0,No Default,170000,Female,Graduate School,Single,30
13124,0,No Default,30000,Male,University,Single,38
13125,0,No Default,260000,Female,Graduate School,Married,31
13126,0,No Default,400000,Male,Graduate School,Married,34
13127,0,No Default,500000,Female,University,Married,31
13128,1,Default,100000,Female,Graduate School,Single,32
13129,0,No Default,240000,Male,Graduate School,Married,39
13130,0,No Default,10000,Male,High School,Married,53
13131,0,No Default,80000,Female,University,Married,36
13132,0,No Default,60000,Male,University,Single,28
13133,0,No Default,200000,Female,Graduate School,Single,38
13134,1,Default,260000,Female,University,Single,41
13135,1,Default,260000,Female,University,Married,39
13136,0,No Default,260000,Male,Graduate School,Single,30
13137,0,No Default,300000,Male,Graduate School,Married,34
