id,month,repayment_status,payment_amount
17603,april,0,1766
17604,september,0,3348
17604,august,0,3381
17604,july,0,3400
17604,june,0,2684
17604,may,0,2744
17604,april,0,2892
17605,september,-1,0
17605,august,-1,780
17605,july,-1,780
17605,june,-1,0
17605,may,-1,0
17605,april,-2,0
17606,september,0,2100
17606,august,0,5896
17606,july,0,0
17606,june,2,2000
17606,may,0,1988
17606,april,0,2000
17607,september,0,5000
17607,august,0,7000
17607,july,0,10000
17607,june,0,4749
17607,may,-1,5000
17607,april,0,10000
17608,september,-1,8389
17608,august,-1,22049
17608,july,-1,8117
17608,june,-1,3164
17608,may,-1,10148
17608,april,-1,7949
17609,september,1,50
17609,august,2,1379
17609,july,0,1500
17609,june,0,1000
17609,may,0,1000
17609,april,0,1000
17610,september,0,2682
17610,august,0,5000
17610,july,0,5000
17610,june,0,1000
17610,may,0,500
17610,april,0,302
17611,september,-1,360
17611,august,-1,360
17611,july,-1,360
17611,june,-1,510
17611,may,-1,510
17611,april,-1,360
17612,september,0,8000
17612,august,0,6500
17612,july,0,7000
17612,june,0,5000
17612,may,0,5000
17612,april,0,5000
17613,september,1,7641
17613,august,2,3
17613,july,2,6003
17613,june,0,5826
17613,may,0,0
17613,april,2,2855
17614,september,0,6439
17614,august,0,2261
17614,july,0,143408
17614,june,-1,4754
17614,may,0,4740
17614,april,0,5190
17615,september,2,2000
17615,august,2,2000
17615,july,2,1300
17615,june,2,2000
17615,may,2,1900
17615,april,2,1900
17616,september,0,30000
17616,august,0,10043
17616,july,0,20073
17616,june,0,30000
17616,may,0,90000
17616,april,0,948
17617,september,-1,644
17617,august,-1,1138
17617,july,-1,643
17617,june,-1,630
17617,may,-1,905
17617,april,-1,3111
17618,september,0,11270
17618,august,0,15325
17618,july,0,9099
17618,june,0,7016
17618,may,0,7703
17618,april,0,1e+05
17619,september,-1,0
17619,august,3,0
17619,july,2,4844
17619,june,-1,0
17619,may,0,0
17619,april,0,0
17620,september,2,10000
17620,august,2,5200
17620,july,2,4000
17620,june,2,1500
17620,may,2,11000
17620,april,2,1000
17621,september,-1,3977
17621,august,-1,1726
17621,july,-1,1430
17621,june,-1,6877
17621,may,-1,6479
17621,april,-1,720
17622,september,-1,416
17622,august,-1,416
17622,july,-1,832
17622,june,-1,416
17622,may,-1,416
17622,april,-1,416
17623,september,3,0
17623,august,2,1900
17623,july,2,2600
17623,june,2,11
17623,may,2,1500
17623,april,0,1700
17624,september,-1,0
17624,august,-1,0
17624,july,-2,0
17624,june,-2,5032
17624,may,-1,0
17624,april,-1,0
17625,september,-1,7201
17625,august,-1,1000
17625,july,2,0
17625,june,2,103
17625,may,0,0
17625,april,0,0
17626,september,2,4900
17626,august,0,7005
17626,july,0,7000
17626,june,0,4762
17626,may,0,5000
17626,april,0,5000
17627,september,0,4100
17627,august,0,8600
17627,july,0,0
17627,june,2,3500
17627,may,0,7100
17627,april,0,3600
17628,september,0,0
17628,august,0,0
17628,july,-2,0
17628,june,-2,2105
17628,may,-1,0
17628,april,0,0
17629,september,-1,0
17629,august,2,316
17629,july,-1,632
17629,june,-1,0
17629,may,0,316
17629,april,-1,782
17630,september,0,3000
17630,august,0,3000
17630,july,0,5000
17630,june,0,0
17630,may,0,0
17630,april,0,0
17631,september,-1,4000
17631,august,0,4000
17631,july,0,20003
17631,june,0,3027
17631,may,0,20006
17631,april,0,10056
17632,september,0,1543
17632,august,0,2005
17632,july,0,5000
17632,june,0,2000
17632,may,0,1000
17632,april,0,240
17633,september,0,3160
17633,august,0,2604
17633,july,0,2160
17633,june,0,4060
17633,may,0,3382
17633,april,0,3751
17634,september,1,0
17634,august,-2,0
17634,july,-2,0
17634,june,-2,0
17634,may,-2,0
17634,april,-2,0
17635,september,2,3700
17635,august,2,3000
17635,july,2,6100
17635,june,2,2000
17635,may,4,0
17635,april,4,2000
17636,september,0,3900
17636,august,0,3500
17636,july,0,4000
17636,june,0,2700
17636,may,0,3000
17636,april,0,10000
17637,september,0,1058
17637,august,0,0
17637,july,0,0
17637,june,-2,0
17637,may,-2,0
17637,april,-2,0
17638,september,0,1400
17638,august,0,1507
17638,july,0,2580
17638,june,0,2050
17638,may,0,2030
17638,april,0,0
17639,september,1,0
17639,august,2,5000
17639,july,0,6000
17639,june,0,5000
17639,may,0,4000
17639,april,0,8000
17640,september,0,3000
17640,august,0,3000
17640,july,0,2000
17640,june,0,1000
17640,may,0,977
17640,april,0,5000
17641,september,-2,0
17641,august,-2,0
17641,july,-2,0
17641,june,-2,0
17641,may,-2,0
17641,april,-2,0
17642,september,0,4317
17642,august,0,4189
17642,july,0,5411
17642,june,0,3800
17642,may,0,4024
17642,april,0,4100
17643,september,0,5856
17643,august,0,7424
17643,july,0,7169
17643,june,0,1241
17643,may,0,1187
17643,april,0,1396
17644,september,0,6200
17644,august,0,7300
17644,july,0,7510
17644,june,0,5000
17644,may,0,5000
17644,april,0,5200
17645,september,-1,0
17645,august,-1,0
17645,july,-2,11660
17645,june,-1,238
17645,may,0,3000
17645,april,0,1252
17646,september,-1,3060
17646,august,-1,0
17646,july,-1,0
17646,june,-2,1444
17646,may,-1,1382
17646,april,-1,0
17647,september,0,8849
17647,august,0,9300
17647,july,0,9200
17647,june,0,9226
17647,may,0,9530
17647,april,0,10139
17648,september,-2,0
17648,august,-2,0
17648,july,-2,0
17648,june,-2,0
17648,may,-2,0
17648,april,-2,0
17649,september,0,4895
17649,august,0,4806
17649,july,0,1547
17649,june,0,3000
17649,may,0,3000
17649,april,0,1720
17650,september,2,0
17650,august,2,12200
17650,july,2,4500
17650,june,2,4502
17650,may,2,5000
17650,april,2,0
17651,september,-1,390
17651,august,-1,780
17651,july,-1,0
17651,june,-1,390
17651,may,-2,1780
17651,april,-1,0
17652,september,0,8
17652,august,-1,1274
17652,july,-1,19143
17652,june,-1,1305
17652,may,0,2063
17652,april,0,1695
17653,september,0,20000
17653,august,0,27662
17653,july,-1,24873
17653,june,-1,24511
17653,may,-1,24000
17653,april,-1,37645
17654,september,1,1306
17654,august,2,0
17654,july,2,1735
17654,june,2,0
17654,may,2,2000
17654,april,2,0
17655,september,-1,10839
17655,august,-1,10000
17655,july,0,3500
17655,june,0,0
17655,may,0,5000
17655,april,0,5000
17656,september,-1,991
17656,august,-1,991
17656,july,-1,991
17656,june,-1,992
17656,may,-1,703
17656,april,-1,992
17657,september,0,3030
17657,august,0,0
17657,july,2,2175
17657,june,2,0
17657,may,2,10000
17657,april,0,931
17658,september,0,2072
17658,august,0,1651
17658,july,0,1359
17658,june,0,790
17658,may,0,817
17658,april,0,821
17659,september,0,10073
17659,august,0,10011
17659,july,0,1000
17659,june,0,10000
17659,may,-1,10000
17659,april,-1,10000
17660,september,1,2000
17660,august,4,0
17660,july,4,0
17660,june,3,0
17660,may,2,2400
17660,april,2,1300
17661,september,0,273844
17661,august,-1,13000
17661,july,0,11000
17661,june,0,8000
17661,may,0,5866
17661,april,0,8000
17662,september,-2,0
17662,august,-2,12000
17662,july,-1,0
17662,june,2,0
17662,may,0,0
17662,april,0,0
17663,september,-1,15000
17663,august,0,1558
17663,july,-1,310852
17663,june,-1,10000
17663,may,0,5000
17663,april,0,5000
17664,september,1,6
17664,august,2,2006
17664,july,0,4000
17664,june,0,0
17664,may,2,1118
17664,april,0,3000
17665,september,0,5100
17665,august,0,5500
17665,july,0,5170
17665,june,0,3543
17665,may,0,3000
17665,april,0,3238
17666,september,0,1740
17666,august,0,1800
17666,july,0,1500
17666,june,0,1000
17666,may,0,965
17666,april,0,1500
17667,september,0,9000
17667,august,0,4000
17667,july,0,3018
17667,june,0,2000
17667,may,0,3000
17667,april,0,3000
17668,september,2,0
17668,august,2,10000
17668,july,2,0
17668,june,2,4000
17668,may,0,7816
17668,april,0,0
17669,september,1,0
17669,august,-2,3358
17669,july,-1,0
17669,june,-1,0
17669,may,-2,300
17669,april,-1,0
17670,september,0,6610
17670,august,0,6480
17670,july,0,6230
17670,june,0,5900
17670,may,0,5720
17670,april,0,5420
17671,september,0,2305
17671,august,0,2515
17671,july,0,2370
17671,june,0,2180
17671,may,0,2500
17671,april,0,2200
17672,september,0,1511
17672,august,0,1772
17672,july,0,1320
17672,june,0,750
17672,may,0,745
17672,april,0,747
17673,september,0,4910
17673,august,0,3939
17673,july,0,3792
17673,june,0,3657
17673,may,0,3631
17673,april,0,3500
17674,september,-1,3500
17674,august,0,3300
17674,july,0,6000
17674,june,0,5000
17674,may,0,2000
17674,april,0,3000
17675,september,0,6400
17675,august,0,1876
17675,july,-1,1876
17675,june,-1,1876
17675,may,-1,3372
17675,april,-1,104005
17676,september,0,2000
17676,august,0,1700
17676,july,0,2000
17676,june,0,2000
17676,may,0,2000
17676,april,0,2000
17677,september,2,99007
17677,august,-1,5000
17677,july,0,3027
17677,june,0,6025
17677,may,0,2001
17677,april,0,1903
17678,september,0,6426
17678,august,0,7160
17678,july,0,6495
17678,june,0,3993
17678,may,0,0
17678,april,0,176566
17679,september,0,45000
17679,august,0,2012
17679,july,0,72791
17679,june,-1,16891
17679,may,0,0
17679,april,0,5617
17680,september,0,5000
17680,august,0,5000
17680,july,0,1500
17680,june,0,546
17680,may,0,1000
17680,april,0,1746
17681,september,0,2479
17681,august,0,10128
17681,july,0,4086
17681,june,0,1348
17681,may,0,13032
17681,april,0,10059
17682,september,-1,2392
17682,august,-1,148
17682,july,-1,148
17682,june,-1,148
17682,may,-1,0
17682,april,-1,747
17683,september,0,2325
17683,august,0,2525
17683,july,0,283
17683,june,0,29334
17683,may,-1,3000
17683,april,0,2000
17684,september,0,3000
17684,august,0,2893
17684,july,0,4231
17684,june,0,8000
17684,may,0,2500
17684,april,0,1675
17685,september,0,2300
17685,august,0,3000
17685,july,0,2503
17685,june,0,1500
17685,may,0,1204
17685,april,0,2000
17686,september,2,1641
17686,august,0,2205
17686,july,0,2000
17686,june,0,2000
17686,may,0,1000
17686,april,0,1000
17687,september,0,4400
17687,august,0,4137
17687,july,0,4400
17687,june,0,4320
17687,may,0,4500
17687,april,0,4600
17688,september,2,3500
17688,august,2,3300
17688,july,2,3000
17688,june,2,0
17688,may,2,4500
17688,april,2,2500
17689,september,0,16500
17689,august,0,17500
17689,july,0,17000
17689,june,0,14500
17689,may,0,14500
17689,april,0,13500
17690,september,0,5000
17690,august,0,3000
17690,july,0,3007
17690,june,0,5000
17690,may,0,2000
17690,april,0,1700
17691,september,0,10000
17691,august,0,10005
17691,july,0,20117
17691,june,0,15018
17691,may,0,10027
17691,april,0,20057
17692,september,-2,123
17692,august,-2,0
17692,july,-2,363
17692,june,-1,0
17692,may,0,123
17692,april,-1,123
17693,september,-2,0
17693,august,-2,0
17693,july,-2,0
17693,june,-2,0
17693,may,-2,0
17693,april,-2,0
17694,september,1,0
17694,august,2,2479
17694,july,2,0
17694,june,2,515
17694,may,0,377
17694,april,0,617
17695,september,0,1000
17695,august,0,0
17695,july,0,0
17695,june,-2,0
17695,may,-2,0
17695,april,-2,0
17696,september,0,8297
17696,august,0,4951
17696,july,0,199726
17696,june,-1,4476
17696,may,0,3257
17696,april,0,3497
17697,september,0,8000
17697,august,0,6500
17697,july,0,9000
17697,june,0,7000
17697,may,0,7000
17697,april,0,7000
17698,september,2,2203
17698,august,0,4687
17698,july,0,11
17698,june,2,1500
17698,may,0,1500
17698,april,0,2000
17699,september,0,1593
17699,august,0,3000
17699,july,0,4000
17699,june,0,0
17699,may,0,3860
17699,april,-1,249
17700,september,0,3000
17700,august,0,2000
17700,july,0,5000
17700,june,0,1000
17700,may,0,723
17700,april,0,5000
17701,september,-1,3557
17701,august,0,8245
17701,july,0,5429
17701,june,0,4500
17701,may,0,5415
17701,april,0,6000
17702,september,-1,4045
17702,august,-1,0
17702,july,2,4760
17702,june,-1,0
17702,may,2,2275
17702,april,-1,2280
17703,september,2,2500
17703,august,2,0
17703,july,2,1500
17703,june,2,0
17703,may,2,1500
17703,april,2,0
17704,september,-1,368
17704,august,-1,1734
17704,july,-1,398
17704,june,-1,2e+05
17704,may,-1,0
17704,april,-2,150000
17705,september,0,5000
17705,august,0,5000
17705,july,0,5000
17705,june,0,5000
17705,may,0,16000
17705,april,0,0
17706,september,-1,855
17706,august,-1,3
17706,july,2,1054
17706,june,-1,2695
17706,may,-1,0
17706,april,-1,0
17707,september,-1,0
17707,august,-1,0
17707,july,-2,7304
17707,june,-1,0
17707,may,2,5000
17707,april,0,1857
17708,september,0,8500
17708,august,0,0
17708,july,2,4086
17708,june,0,2600
17708,may,0,3000
17708,april,0,3000
17709,september,0,4000
17709,august,0,3838
17709,july,0,3563
17709,june,0,3563
17709,may,0,4000
17709,april,0,3475
17710,september,1,0
17710,august,-2,0
17710,july,-2,0
17710,june,-2,0
17710,may,-2,0
17710,april,-2,3996
17711,september,2,7305
17711,august,0,6099
17711,july,0,4793
17711,june,0,3684
17711,may,0,12251
17711,april,0,1265
17712,september,0,9000
17712,august,0,20000
17712,july,0,0
17712,june,2,5000
17712,may,0,6000
17712,april,0,8000
17713,september,2,2500
17713,august,2,2000
17713,july,2,0
17713,june,2,2700
17713,may,2,1000
17713,april,2,0
17714,september,0,5520
17714,august,0,5700
17714,july,0,5815
17714,june,0,5500
17714,may,0,5522
17714,april,0,6000
17715,september,3,0
17715,august,2,0
17715,july,2,0
17715,june,2,0
17715,may,2,1450
17715,april,2,0
17716,september,0,20002
17716,august,0,16023
17716,july,0,13009
17716,june,0,10008
17716,may,0,10000
17716,april,0,20004
17717,september,-1,62462
17717,august,-1,2299
17717,july,0,1919
17717,june,0,1838
17717,may,0,2200
17717,april,0,90000
17718,september,0,23000
17718,august,0,0
17718,july,2,10076
17718,june,0,10000
17718,may,0,10000
17718,april,0,10000
17719,september,-1,2276
17719,august,-1,8117
17719,july,-1,0
17719,june,2,150
17719,may,2,1000
17719,april,-2,2619
17720,september,-1,193
17720,august,-1,386
17720,july,-1,386
17720,june,2,0
17720,may,0,0
17720,april,0,536
17721,september,1,990
17721,august,-1,0
17721,july,-1,234
17721,june,-1,0
17721,may,-1,0
17721,april,-2,0
17722,september,-1,12610
17722,august,-1,12694
17722,july,-1,0
17722,june,-1,22600
17722,may,-1,16837
17722,april,-1,0
17723,september,-1,0
17723,august,-1,0
17723,july,-2,0
17723,june,-2,0
17723,may,-2,0
17723,april,-2,0
17724,september,0,2500
17724,august,0,2300
17724,july,0,1547
17724,june,0,1396
17724,may,0,1200
17724,april,0,2000
17725,september,2,1000
17725,august,2,159
17725,july,2,28426
17725,june,2,24682
17725,may,-1,12
17725,april,0,0
17726,september,0,3000
17726,august,0,3000
17726,july,0,6000
17726,june,0,8000
17726,may,0,10000
17726,april,0,1900
17727,september,-2,5241
17727,august,-2,3176
17727,july,-2,766
17727,june,-2,3673
17727,may,-2,16906
17727,april,-2,1437
17728,september,0,8999
17728,august,-1,0
17728,july,-1,0
17728,june,-2,10961
17728,may,-1,503
17728,april,0,448
17729,september,0,4110
17729,august,0,0
17729,july,2,4600
17729,june,2,1000
17729,may,3,2000
17729,april,2,0
17730,september,0,3010
17730,august,0,3040
17730,july,0,1000
17730,june,0,0
17730,may,0,0
17730,april,-2,0
17731,september,1,0
17731,august,-2,0
17731,july,-2,2580
17731,june,-1,0
17731,may,0,6941
17731,april,-1,0
17732,september,-2,0
17732,august,-2,0
17732,july,-2,0
17732,june,-2,0
17732,may,-2,0
17732,april,-2,5156
17733,september,2,5000
17733,august,2,0
17733,july,2,2300
17733,june,0,1000
17733,may,0,635
17733,april,0,580
17734,september,0,2000
17734,august,0,2000
17734,july,0,2000
17734,june,0,1000
17734,may,0,1259
17734,april,0,1000
17735,september,1,0
17735,august,2,12000
17735,july,2,0
17735,june,2,5000
17735,may,0,6000
17735,april,0,0
17736,september,0,10532
17736,august,0,9219
17736,july,0,8797
17736,june,0,8004
17736,may,0,10012
17736,april,0,10006
17737,september,1,0
17737,august,2,6000
17737,july,0,7000
17737,june,0,1200
17737,may,0,0
17737,april,2,3000
17738,september,0,2150
17738,august,0,1500
17738,july,2,0
17738,june,2,274
17738,may,0,283
17738,april,0,436
17739,september,1,0
17739,august,-2,900
17739,july,-2,1800
17739,june,-2,0
17739,may,-2,0
17739,april,-2,0
17740,september,-1,0
17740,august,2,0
17740,july,2,948
17740,june,-1,0
17740,may,0,632
17740,april,-1,0
17741,september,-1,800
17741,august,-1,3
17741,july,2,0
17741,june,2,0
17741,may,-2,0
17741,april,-2,0
17742,september,-1,0
17742,august,3,0
17742,july,2,316
17742,june,-1,316
17742,may,-1,316
17742,april,-1,316
17743,september,0,1535
17743,august,0,5004
17743,july,0,1451
17743,june,0,1000
17743,may,0,1000
17743,april,0,3194
17744,september,1,0
17744,august,-2,0
17744,july,-2,0
17744,june,-2,0
17744,may,-2,0
17744,april,-2,0
17745,september,0,0
17745,august,0,0
17745,july,-2,0
17745,june,-2,58
17745,may,-1,1000
17745,april,0,1000
17746,september,-1,5399
17746,august,-1,12353
17746,july,-1,8619
17746,june,-1,0
17746,may,0,0
17746,april,0,0
17747,september,1,0
17747,august,2,2993
17747,july,2,500
17747,june,2,0
17747,may,2,1200
17747,april,2,0
17748,september,2,3000
17748,august,2,2000
17748,july,2,3500
17748,june,2,0
17748,may,4,0
17748,april,3,1000
17749,september,0,10043
17749,august,0,8608
17749,july,0,25031
17749,june,0,25030
17749,may,0,22053
17749,april,0,20030
17750,september,-1,1200
17750,august,2,1100
17750,july,2,0
17750,june,2,500
17750,may,2,0
17750,april,2,500
17751,september,0,2001
17751,august,0,2001
17751,july,0,6018
17751,june,0,5007
17751,may,0,5010
17751,april,0,7053
17752,september,-1,0
17752,august,-1,0
17752,july,-2,0
17752,june,-2,0
17752,may,-2,0
17752,april,-2,202
17753,september,0,4772
17753,august,0,6427
17753,july,0,4951
17753,june,0,4062
17753,may,0,4188
17753,april,0,4824
17754,september,0,5000
17754,august,0,5200
17754,july,0,6000
17754,june,0,4300
17754,may,0,5000
17754,april,0,4000
17755,september,-1,124174
17755,august,0,2000
17755,july,-1,0
17755,june,-1,0
17755,may,-2,0
17755,april,-2,2463
17756,september,0,3615
17756,august,0,4700
17756,july,0,3200
17756,june,0,3403
17756,may,0,3300
17756,april,0,3500
17757,september,3,0
17757,august,2,0
17757,july,2,0
17757,june,7,0
17757,may,7,0
17757,april,7,0
17758,september,0,10450
17758,august,0,10414
17758,july,0,11330
17758,june,0,9081
17758,may,0,9500
17758,april,0,9000
17759,september,1,0
17759,august,-2,0
17759,july,-2,0
17759,june,-2,0
17759,may,-2,0
17759,april,-2,0
17760,september,0,5902
17760,august,0,7693
17760,july,0,5464
17760,june,0,4893
17760,may,0,5095
17760,april,0,4862
17761,september,0,2100
17761,august,0,2100
17761,july,0,2400
17761,june,0,1100
17761,may,0,1500
17761,april,0,1500
17762,september,2,1674
17762,august,0,2079
17762,july,0,2001
17762,june,0,500
17762,may,0,4423
17762,april,0,4000
17763,september,1,3
17763,august,2,6103
17763,july,0,3220
17763,june,0,3028
17763,may,0,5052
17763,april,0,15000
17764,september,1,0
17764,august,3,300
17764,july,2,2500
17764,june,2,0
17764,may,2,2100
17764,april,2,0
17765,september,0,2000
17765,august,0,2000
17765,july,0,1004
17765,june,0,10
17765,may,0,390
17765,april,-1,390
17766,september,0,3000
17766,august,0,1000
17766,july,0,400
17766,june,0,380
17766,may,-1,0
17766,april,-1,1720
17767,september,0,10063
17767,august,0,20000
17767,july,0,10009
17767,june,0,10000
17767,may,0,5000
17767,april,0,5000
17768,september,0,276698
17768,august,0,11020
17768,july,0,11000
17768,june,0,9486
17768,may,0,20000
17768,april,0,10000
17769,september,-2,0
17769,august,-2,0
17769,july,-2,0
17769,june,-2,0
17769,may,-2,0
17769,april,-2,0
17770,september,0,14000
17770,august,0,7507
17770,july,0,6000
17770,june,0,6171
17770,may,0,6000
17770,april,0,6000
17771,september,0,1952
17771,august,0,1979
17771,july,0,1495
17771,june,0,1144
17771,may,0,1165
17771,april,0,946
17772,september,0,1184
17772,august,0,1210
17772,july,0,1218
17772,june,0,500
17772,may,0,500
17772,april,0,543
17773,september,0,2418
17773,august,0,2500
17773,july,0,2456
17773,june,0,2500
17773,may,0,3000
17773,april,0,2533
17774,september,0,3589
17774,august,0,3656
17774,july,0,3677
17774,june,0,2763
17774,may,0,2787
17774,april,0,2881
17775,september,2,3400
17775,august,2,0
17775,july,2,3290
17775,june,0,7000
17775,may,0,0
17775,april,2,3500
17776,september,2,3500
17776,august,2,0
17776,july,2,3300
17776,june,0,2839
17776,may,0,3000
17776,april,0,4000
17777,september,1,0
17777,august,-2,3613
17777,july,-1,0
17777,june,2,0
17777,may,2,0
17777,april,-2,0
17778,september,0,1100
17778,august,0,1123
17778,july,0,1273
17778,june,0,407
17778,may,0,300
17778,april,0,300
17779,september,4,4000
17779,august,4,3601
17779,july,4,2000
17779,june,5,0
17779,may,4,0
17779,april,3,0
17780,september,0,3000
17780,august,0,2506
17780,july,0,3008
17780,june,0,3000
17780,may,0,2000
17780,april,0,3000
17781,september,-1,7300
17781,august,-1,0
17781,july,3,0
17781,june,2,2300
17781,may,-1,2168
17781,april,-1,2300
17782,september,1,0
17782,august,-2,0
17782,july,-2,0
17782,june,-2,0
17782,may,-2,0
17782,april,-2,142
17783,september,0,1410
17783,august,0,218
17783,july,-1,12723
17783,june,-1,483
17783,may,0,600
17783,april,0,9132
17784,september,-1,1443
17784,august,-1,1443
17784,july,-1,1443
17784,june,-1,1443
17784,may,-1,1443
17784,april,-1,1443
17785,september,0,1647
17785,august,0,1525
17785,july,0,0
17785,june,0,0
17785,may,-2,0
17785,april,-2,0
17786,september,2,12500
17786,august,2,2100
17786,july,2,22053
17786,june,2,10654
17786,may,2,0
17786,april,2,10450
17787,september,0,2706
17787,august,0,3004
17787,july,0,1475
17787,june,0,690
17787,may,0,1000
17787,april,0,1200
17788,september,2,0
17788,august,3,1459
17788,july,2,0
17788,june,2,1013
17788,may,0,2264
17788,april,0,0
17789,september,2,4520
17789,august,0,4034
17789,july,0,5050
17789,june,0,6034
17789,may,0,3202
17789,april,0,5000
17790,september,-1,0
17790,august,2,390
17790,july,-1,0
17790,june,-1,780
17790,may,-1,0
17790,april,-1,0
17791,september,1,0
17791,august,-2,0
17791,july,-2,7300
17791,june,-1,1000
17791,may,0,1000
17791,april,0,330
17792,september,-1,1085
17792,august,0,1000
17792,july,0,75743
17792,june,-1,2667
17792,may,0,3395
17792,april,0,1772
17793,september,0,1627
17793,august,0,3053
17793,july,0,2005
17793,june,0,550
17793,may,0,400
17793,april,0,1000
17794,september,2,4000
17794,august,0,4000
17794,july,0,10000
17794,june,0,0
17794,may,2,5000
17794,april,0,3000
17795,september,1,0
17795,august,-2,0
17795,july,-2,0
17795,june,-2,0
17795,may,-2,0
17795,april,-2,0
17796,september,1,0
17796,august,2,13033
17796,july,0,14800
17796,june,0,14359
17796,may,0,13897
17796,april,0,14425
17797,september,-1,6555
17797,august,-1,11800
17797,july,-1,5818
17797,june,-1,4015
17797,may,-1,0
17797,april,-1,0
17798,september,-1,2500
17798,august,-1,0
17798,july,2,1500
17798,june,0,0
17798,may,0,0
17798,april,-2,0
17799,september,2,1400
17799,august,0,1800
17799,july,0,1100
17799,june,0,3000
17799,may,0,500
17799,april,0,1000
17800,september,0,2000
17800,august,0,2000
17800,july,0,1500
17800,june,0,500
17800,may,0,1000
17800,april,0,2000
17801,september,0,3649
17801,august,0,2502
17801,july,0,2205
17801,june,0,1702
17801,may,0,1800
17801,april,0,1908
17802,september,2,1800
17802,august,2,1800
17802,july,2,150
17802,june,2,2250
17802,may,2,1000
17802,april,2,0
17803,september,0,2121
17803,august,0,2358
17803,july,0,3123
17803,june,0,1500
17803,may,0,0
17803,april,0,0
17804,september,-2,436
17804,august,-2,11086
17804,july,-2,6284
17804,june,-2,6288
17804,may,-2,4172
17804,april,-2,3207
17805,september,0,5000
17805,august,0,5508
17805,july,0,5915
17805,june,0,3000
17805,may,0,4000
17805,april,0,4000
17806,september,-2,20066
17806,august,-2,20063
17806,july,-2,20057
17806,june,-2,12863
17806,may,-2,20061
17806,april,-2,13191
17807,september,2,2000
17807,august,0,5100
17807,july,0,0
17807,june,2,1949
17807,may,2,0
17807,april,2,912
17808,september,-1,291
17808,august,-1,291
17808,july,-1,291
17808,june,-1,291
17808,may,-1,291
17808,april,-1,291
17809,september,3,0
17809,august,2,0
17809,july,2,0
17809,june,3,0
17809,may,3,0
17809,april,3,0
17810,september,-1,0
17810,august,-1,8579
17810,july,-1,11034
17810,june,-1,5040
17810,may,-1,7838
17810,april,-1,11737
17811,september,1,1800
17811,august,2,0
17811,july,2,2700
17811,june,2,0
17811,may,2,2100
17811,april,2,0
17812,september,0,1142
17812,august,0,2000
17812,july,0,1000
17812,june,2,1000
17812,may,0,1000
17812,april,0,1000
17813,september,1,0
17813,august,2,2500
17813,july,2,0
17813,june,2,900
17813,may,2,0
17813,april,2,971
17814,september,0,1800
17814,august,0,2000
17814,july,0,1118
17814,june,0,1000
17814,may,0,500
17814,april,0,1000
17815,september,1,7492
17815,august,-1,1224
17815,july,0,1000
17815,june,0,175
17815,may,0,0
17815,april,0,0
17816,september,0,2000
17816,august,0,2500
17816,july,0,1200
17816,june,0,1000
17816,may,0,0
17816,april,0,0
17817,september,0,1781
17817,august,0,3264
17817,july,0,1400
17817,june,0,3000
17817,may,0,350
17817,april,0,133
17818,september,0,3500
17818,august,0,5000
17818,july,0,5000
17818,june,0,4000
17818,may,0,3000
17818,april,0,5000
17819,september,0,1400
17819,august,0,2000
17819,july,0,1000
17819,june,0,400
17819,may,0,199
17819,april,-1,0
17820,september,0,3000
17820,august,0,0
17820,july,0,0
17820,june,-2,0
17820,may,-2,0
17820,april,-2,0
17821,september,0,1000
17821,august,0,390
17821,july,-1,390
17821,june,-1,390
17821,may,-1,390
17821,april,-1,390
17822,september,1,1000
17822,august,2,1500
17822,july,0,1500
17822,june,0,1000
17822,may,0,1000
17822,april,0,2500
17823,september,-1,1563
17823,august,0,1673
17823,july,0,1816
17823,june,0,1213
17823,may,0,1248
17823,april,0,1212
17824,september,2,1500
17824,august,0,1500
17824,july,0,1439
17824,june,0,1600
17824,may,0,3200
17824,april,2,0
17825,september,0,1807
17825,august,0,1405
17825,july,0,1366
17825,june,0,1000
17825,may,0,1000
17825,april,0,1000
17826,september,-2,0
17826,august,-2,0
17826,july,-2,0
17826,june,-2,0
17826,may,-2,0
17826,april,-2,0
17827,september,0,2000
17827,august,0,10000
17827,july,0,2000
17827,june,0,5000
17827,may,0,2000
17827,april,0,0
17828,september,0,7275
17828,august,0,47166
17828,july,0,12064
17828,june,0,12176
17828,may,0,780
17828,april,0,6200
17829,september,0,1845
17829,august,0,1967
17829,july,0,1400
17829,june,0,396
17829,may,0,0
17829,april,0,0
17830,september,0,1900
17830,august,0,2000
17830,july,0,2000
17830,june,0,2000
17830,may,0,11041
17830,april,0,1056
17831,september,0,2600
17831,august,0,1626
17831,july,0,312
17831,june,0,1007
17831,may,-1,284069
17831,april,0,11340
17832,september,2,1500
17832,august,0,2700
17832,july,0,0
17832,june,2,500
17832,may,0,500
17832,april,0,500
17833,september,2,0
17833,august,4,0
17833,july,3,0
17833,june,2,1100
17833,may,0,1300
17833,april,0,2000
17834,september,-1,0
17834,august,-1,281
17834,july,-1,600
17834,june,-1,0
17834,may,-1,0
17834,april,-2,0
17835,september,0,1600
17835,august,0,2000
17835,july,0,1500
17835,june,0,1003
17835,may,0,1003
17835,april,0,1006
17836,september,0,3694
17836,august,0,3470
17836,july,0,3305
17836,june,0,500
17836,may,0,300
17836,april,0,500
17837,september,2,5500
17837,august,2,6600
17837,july,2,3700
17837,june,2,0
17837,may,2,7500
17837,april,2,0
17838,september,0,2000
17838,august,0,2500
17838,july,0,3000
17838,june,0,178
17838,may,0,1000
